date,detail,sub_detail,en_espanol,cases,new.cases,deaths,new.deaths,total state population,pct state population,"Cases per 10,000","Deaths per 10,000"
7/19/2020,Age,25-44,,12387,254,19,1,,,,
7/19/2020,Age,45-64,,8880,174,93,-1,,,,
7/19/2020,Age,65+,,3453,81,245,0,,,,
7/19/2020,Facility Type,Broader Community,Comunidad más amplia,28367,626,227,0,,,,
7/19/2020,Facility Type,Corrections,Intalación correccional,4248,67,19,1,,,,
7/19/2020,Facility Type,Nursing Home,Asilo de ancianos,613,2,111,-1,,,,
7/19/2020,Gender,Female,Mujeres,15189,366,NA,NA,,,,
7/19/2020,Gender,Gender Unknown,Género desconocidos,87,28,NA,NA,,,,
7/19/2020,Gender,Male,Hombres,17952,301,NA,NA,,,,
7/19/2020,Race or Ethnicity,African American,Afroamericano,7041,123,93,0,473795,15.70%,148.6085754,1.962874239
7/19/2020,Race or Ethnicity,Asian,Asiático,459,7,6,0,51303,1.70%,89.46845214,1.16952225
7/19/2020,Race or Ethnicity,Hispanic,Hispano,7926,114,35,0,232371,7.70%,341.0924771,1.506212049
7/19/2020,Race or Ethnicity,Multi-Racial,Multirracial,347,3,5,0,66392,2.20%,52.26533317,0.7531027835
7/19/2020,Race or Ethnicity,Native American,Nativo Americano,90,7,0,0,30178,1.00%,29.8230499,0
7/19/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1907,9,29,0,12071,0.40%,1579.819402,24.02452158
7/19/2020,Race or Ethnicity,White,Blanco,16216,274,202,0,2387083,79.10%,67.93228388,0.8462210991
7/18/2020,Age,0-17,,3903,99,0,0,,,,
7/18/2020,Age,18-24,,4419,113,0,0,,,,
7/18/2020,Age,25-44,,12133,279,18,1,,,,
7/18/2020,Age,45-64,,8706,195,94,1,,,,
7/18/2020,Age,65+,,3372,85,245,2,,,,
7/18/2020,Facility Type,Broader Community,Comunidad más amplia,27741,753,227,4,,,,
7/18/2020,Facility Type,Corrections,Intalación correccional,4181,16,18,0,,,,
7/18/2020,Facility Type,Nursing Home,Asilo de ancianos,611,3,112,0,,,,
7/18/2020,Gender,Female,Mujeres,14823,387,NA,NA,,,,
7/18/2020,Gender,Gender Unknown,Género desconocidos,59,9,NA,NA,,,,
7/18/2020,Gender,Male,Hombres,17651,376,NA,NA,,,,
7/18/2020,Race or Ethnicity,African American,Afroamericano,6918,134,93,1,473795,15.70%,146.012516,1.962874239
7/18/2020,Race or Ethnicity,Asian,Asiático,452,9,6,0,51303,1.70%,88.10400951,1.16952225
7/18/2020,Race or Ethnicity,Hispanic,Hispano,7812,142,35,0,232371,7.70%,336.1865293,1.506212049
7/18/2020,Race or Ethnicity,Multi-Racial,Multirracial,344,3,5,0,66392,2.20%,51.8134715,0.7531027835
7/18/2020,Race or Ethnicity,Native American,Nativo Americano,83,1,0,0,30178,1.00%,27.50347936,0
7/18/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1898,9,29,0,12071,0.40%,1572.363516,24.02452158
7/18/2020,Race or Ethnicity,White,Blanco,15942,338,202,3,2387083,79.10%,66.78443942,0.8462210991
7/17/2020,Age,0-17,,3804,81,0,0,,,,
7/17/2020,Age,18-24,,4306,93,0,0,,,,
7/17/2020,Age,25-44,,11854,258,17,1,,,,
7/17/2020,Age,45-64,,8511,158,93,5,,,,
7/17/2020,Age,65+,,3287,58,243,6,,,,
7/17/2020,Facility Type,Broader Community,Comunidad más amplia,26988,606,223,7,,,,
7/17/2020,Facility Type,Corrections,Intalación correccional,4165,40,18,2,,,,
7/17/2020,Facility Type,Nursing Home,Asilo de ancianos,609,2,112,3,,,,
7/17/2020,Gender,Female,Mujeres,14436,340,NA,NA,,,,
7/17/2020,Gender,Gender Unknown,Género desconocidos,51,-8,NA,NA,,,,
7/17/2020,Gender,Male,Hombres,17275,316,NA,NA,,,,
7/17/2020,Race or Ethnicity,African American,Afroamericano,6784,143,92,3,473795,15.70%,143.1842886,1.941768064
7/17/2020,Race or Ethnicity,Asian,Asiático,443,8,6,0,51303,1.70%,86.34972614,1.16952225
7/17/2020,Race or Ethnicity,Hispanic,Hispano,7670,131,35,2,232371,7.70%,330.0756118,1.506212049
7/17/2020,Race or Ethnicity,Multi-Racial,Multirracial,341,4,5,0,66392,2.20%,51.36160983,0.7531027835
7/17/2020,Race or Ethnicity,Native American,Nativo Americano,82,0,0,0,30178,1.00%,27.17211213,0
7/17/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1889,25,29,0,12071,0.40%,1564.90763,24.02452158
7/17/2020,Race or Ethnicity,White,Blanco,15604,372,199,8,2387083,79.10%,65.3684853,0.8336534591
7/16/2020,Age,0-17,,3723,36,0,0,,,,
7/16/2020,Age,18-24,,4213,126,0,0,,,,
7/16/2020,Age,25-44,,11596,324,16,0,,,,
7/16/2020,Age,45-64,,8353,238,88,3,,,,
7/16/2020,Age,65+,,3229,93,237,3,,,,
7/16/2020,Facility Type,Broader Community,Comunidad más amplia,26382,728,216,-3,,,,
7/16/2020,Facility Type,Corrections,Intalación correccional,4125,82,16,0,,,,
7/16/2020,Facility Type,Nursing Home,Asilo de ancianos,607,7,109,2,,,,
7/16/2020,Gender,Female,Mujeres,14096,445,NA,NA,,,,
7/16/2020,Gender,Gender Unknown,Género desconocidos,59,-80,NA,NA,,,,
7/16/2020,Gender,Male,Hombres,16959,452,NA,NA,,,,
7/16/2020,Race or Ethnicity,African American,Afroamericano,6641,197,89,2,473795,15.70%,140.1661056,1.87844954
7/16/2020,Race or Ethnicity,Asian,Asiático,435,10,6,0,51303,1.70%,84.79036314,1.16952225
7/16/2020,Race or Ethnicity,Hispanic,Hispano,7539,216,33,1,232371,7.70%,324.4380753,1.420142789
7/16/2020,Race or Ethnicity,Multi-Racial,Multirracial,338,39,5,1,66392,2.20%,50.90974816,0.7531027835
7/16/2020,Race or Ethnicity,Native American,Nativo Americano,82,4,0,0,30178,1.00%,27.17211213,0
7/16/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1864,32,29,0,12071,0.40%,1544.196835,24.02452158
7/16/2020,Race or Ethnicity,White,Blanco,15232,559,191,3,2387083,79.10%,63.81009793,0.8001397522
7/15/2020,Age,0-17,,3687,59,0,0,,,,
7/15/2020,Age,18-24,,4087,72,0,0,,,,
7/15/2020,Age,25-44,,11272,218,16,0,,,,
7/15/2020,Age,45-64,,8115,144,85,1,,,,
7/15/2020,Age,65+,,3136,71,234,3,,,,
7/15/2020,Facility Type,Broader Community,Comunidad más amplia,25654,483,219,3,,,,
7/15/2020,Facility Type,Corrections,Intalación correccional,4043,79,16,0,,,,
7/15/2020,Facility Type,Nursing Home,Asilo de ancianos,600,2,107,1,,,,
7/15/2020,Gender,Female,Mujeres,13651,259,NA,NA,,,,
7/15/2020,Gender,Gender Unknown,Género desconocidos,139,-34,NA,NA,,,,
7/15/2020,Gender,Male,Hombres,16507,339,NA,NA,,,,
7/15/2020,Race or Ethnicity,African American,Afroamericano,6444,161,87,6,473795,15.70%,136.0081892,1.836237191
7/15/2020,Race or Ethnicity,Asian,Asiático,425,13,6,2,51303,1.70%,82.84115939,1.16952225
7/15/2020,Race or Ethnicity,Hispanic,Hispano,7323,211,32,2,232371,7.70%,315.1425952,1.377108159
7/15/2020,Race or Ethnicity,Multi-Racial,Multirracial,299,5,4,1,66392,2.20%,45.03554645,0.6024822268
7/15/2020,Race or Ethnicity,Native American,Nativo Americano,78,1,0,0,30178,1.00%,25.84664325,0
7/15/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1832,47,29,2,12071,0.40%,1517.687018,24.02452158
7/15/2020,Race or Ethnicity,White,Blanco,14673,460,188,10,2387083,79.10%,61.46832766,0.7875721121
7/14/2020,Age,0-17,,3628,94,0,0,,,,
7/14/2020,Age,18-24,,4015,117,0,0,,,,
7/14/2020,Age,25-44,,11054,300,16,0,,,,
7/14/2020,Age,45-64,,7971,183,84,2,,,,
7/14/2020,Age,65+,,3065,100,231,6,,,,
7/14/2020,Facility Type,Broader Community,Comunidad más amplia,25171,759,209,6,,,,
7/14/2020,Facility Type,Corrections,Intalación correccional,3964,33,16,1,,,,
7/14/2020,Facility Type,Nursing Home,Asilo de ancianos,598,2,106,1,,,,
7/14/2020,Gender,Female,Mujeres,13392,430,NA,NA,,,,
7/14/2020,Gender,Gender Unknown,Género desconocidos,173,-79,NA,NA,,,,
7/14/2020,Gender,Male,Hombres,16168,443,NA,NA,,,,
7/14/2020,Race or Ethnicity,African American,Afroamericano,6283,161,81,2,473795,15.70%,132.6100951,1.709600144
7/14/2020,Race or Ethnicity,Asian,Asiático,412,14,4,1,51303,1.70%,80.30719451,0.7796815001
7/14/2020,Race or Ethnicity,Hispanic,Hispano,7112,198,30,0,232371,7.70%,306.0622883,1.291038899
7/14/2020,Race or Ethnicity,Multi-Racial,Multirracial,294,8,3,0,66392,2.20%,44.28244367,0.4518616701
7/14/2020,Race or Ethnicity,Native American,Nativo Americano,77,3,0,0,30178,1.00%,25.51527603,0
7/14/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1785,33,27,0,12071,0.40%,1478.750725,22.36765802
7/14/2020,Race or Ethnicity,White,Blanco,14213,508,178,4,2387083,79.10%,59.54128952,0.7456799785
7/13/2020,Age,0-17,,3534,65,0,0,,,,
7/13/2020,Age,18-24,,3898,90,0,0,,,,
7/13/2020,Age,25-44,,10754,208,16,0,,,,
7/13/2020,Age,45-64,,7788,158,82,1,,,,
7/13/2020,Age,65+,,2965,51,225,1,,,,
7/13/2020,Facility Type,Broader Community,Comunidad más amplia,24412,564,203,2,,,,
7/13/2020,Facility Type,Corrections,Intalación correccional,3931,3,15,0,,,,
7/13/2020,Facility Type,Nursing Home,Asilo de ancianos,596,5,105,0,,,,
7/13/2020,Gender,Female,Mujeres,12962,302,NA,NA,,,,
7/13/2020,Gender,Gender Unknown,Género desconocidos,252,5,NA,NA,,,,
7/13/2020,Gender,Male,Hombres,15725,265,NA,NA,,,,
7/13/2020,Race or Ethnicity,African American,Afroamericano,6122,80,79,1,473795,15.70%,129.212001,1.667387794
7/13/2020,Race or Ethnicity,Asian,Asiático,398,3,3,0,51303,1.70%,77.57830926,0.5847611251
7/13/2020,Race or Ethnicity,Hispanic,Hispano,6914,63,30,2,232371,7.70%,297.5414316,1.291038899
7/13/2020,Race or Ethnicity,Multi-Racial,Multirracial,286,-1,3,0,66392,2.20%,43.07747921,0.4518616701
7/13/2020,Race or Ethnicity,Native American,Nativo Americano,74,0,0,0,30178,1.00%,24.52117437,0
7/13/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1752,9,27,0,12071,0.40%,1451.412476,22.36765802
7/13/2020,Race or Ethnicity,White,Blanco,13705,163,173,2,2387083,79.10%,57.41316913,0.7247339116
7/12/2020,Age,0-17,,3469,59,0,0,,,,
7/12/2020,Age,18-24,,3808,80,0,0,,,,
7/12/2020,Age,25-44,,10546,175,16,0,,,,
7/12/2020,Age,45-64,,7630,145,81,1,,,,
7/12/2020,Age,65+,,2914,44,224,1,,,,
7/12/2020,Facility Type,Broader Community,Comunidad más amplia,23848,447,201,2,,,,
7/12/2020,Facility Type,Corrections,Intalación correccional,3928,51,15,0,,,,
7/12/2020,Facility Type,Nursing Home,Asilo de ancianos,591,5,105,0,,,,
7/12/2020,Gender,Female,Mujeres,12660,235,NA,NA,,,,
7/12/2020,Gender,Gender Unknown,Género desconocidos,247,-3,NA,NA,,,,
7/12/2020,Gender,Male,Hombres,15460,271,NA,NA,,,,
7/12/2020,Race or Ethnicity,African American,Afroamericano,6042,83,78,1,473795,15.70%,127.523507,1.64628162
7/12/2020,Race or Ethnicity,Asian,Asiático,395,8,3,0,51303,1.70%,76.99354814,0.5847611251
7/12/2020,Race or Ethnicity,Hispanic,Hispano,6851,100,28,0,232371,7.70%,294.8302499,1.204969639
7/12/2020,Race or Ethnicity,Multi-Racial,Multirracial,287,4,3,0,66392,2.20%,43.22809977,0.4518616701
7/12/2020,Race or Ethnicity,Native American,Nativo Americano,74,1,0,0,30178,1.00%,24.52117437,0
7/12/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1743,11,27,0,12071,0.40%,1443.95659,22.36765802
7/12/2020,Race or Ethnicity,White,Blanco,13542,191,171,0,2387083,79.10%,56.73032735,0.7163554849
7/11/2020,Age,0-17,,3410,87,0,-1,,,,
7/11/2020,Age,18-24,,3728,164,0,0,,,,
7/11/2020,Age,25-44,,10371,427,16,0,,,,
7/11/2020,Age,45-64,,7485,285,80,0,,,,
7/11/2020,Age,65+,,2870,98,223,6,,,,
7/11/2020,Facility Type,Broader Community,Comunidad más amplia,23401,708,199,5,,,,
7/11/2020,Facility Type,Corrections,Intalación correccional,3877,350,15,0,,,,
7/11/2020,Facility Type,Nursing Home,Asilo de ancianos,586,3,105,1,,,,
7/11/2020,Gender,Female,Mujeres,12425,373,NA,NA,,,,
7/11/2020,Gender,Gender Unknown,Género desconocidos,250,24,NA,NA,,,,
7/11/2020,Gender,Male,Hombres,15189,664,NA,NA,,,,
7/11/2020,Race or Ethnicity,African American,Afroamericano,5959,163,77,3,473795,15.70%,125.7716945,1.625175445
7/11/2020,Race or Ethnicity,Asian,Asiático,387,9,3,-1,51303,1.70%,75.43418514,0.5847611251
7/11/2020,Race or Ethnicity,Hispanic,Hispano,6751,162,28,0,232371,7.70%,290.5267869,1.204969639
7/11/2020,Race or Ethnicity,Multi-Racial,Multirracial,283,4,3,0,66392,2.20%,42.62561754,0.4518616701
7/11/2020,Race or Ethnicity,Native American,Nativo Americano,73,2,0,0,30178,1.00%,24.18980714,0
7/11/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1732,37,27,0,12071,0.40%,1434.843841,22.36765802
7/11/2020,Race or Ethnicity,White,Blanco,13351,548,171,4,2387083,79.10%,55.9301876,0.7163554849
7/10/2020,Age,0-17,,3323,-2,1,1,,,,
7/10/2020,Age,18-24,,3564,130,0,0,,,,
7/10/2020,Age,25-44,,9944,302,16,0,,,,
7/10/2020,Age,45-64,,7200,162,80,3,,,,
7/10/2020,Age,65+,,2772,59,217,1,,,,
7/10/2020,Facility Type,Broader Community,Comunidad más amplia,22693,663,194,4,,,,
7/10/2020,Facility Type,Corrections,Intalación correccional,3527,83,15,0,,,,
7/10/2020,Facility Type,Nursing Home,Asilo de ancianos,583,5,104,0,,,,
7/10/2020,Gender,Female,Mujeres,12052,325,NA,NA,,,,
7/10/2020,Gender,Gender Unknown,Género desconocidos,226,3,NA,NA,,,,
7/10/2020,Gender,Male,Hombres,14525,423,NA,NA,,,,
7/10/2020,Race or Ethnicity,African American,Afroamericano,5796,185,74,0,473795,15.70%,122.331388,1.561856921
7/10/2020,Race or Ethnicity,Asian,Asiático,378,18,4,1,51303,1.70%,73.67990176,0.7796815001
7/10/2020,Race or Ethnicity,Hispanic,Hispano,6589,180,28,1,232371,7.70%,283.5551769,1.204969639
7/10/2020,Race or Ethnicity,Multi-Racial,Multirracial,279,3,3,0,66392,2.20%,42.02313532,0.4518616701
7/10/2020,Race or Ethnicity,Native American,Nativo Americano,71,2,0,0,30178,1.00%,23.5270727,0
7/10/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1695,18,27,0,12071,0.40%,1404.191865,22.36765802
7/10/2020,Race or Ethnicity,White,Blanco,12803,436,167,2,2387083,79.10%,53.63449867,0.6995986315
7/9/2020,Age,0-17,,3225,83,0,0,,,,
7/9/2020,Age,18-24,,3434,112,0,0,,,,
7/9/2020,Age,25-44,,9642,283,16,0,,,,
7/9/2020,Age,45-64,,7038,223,77,1,,,,
7/9/2020,Age,65+,,2713,105,216,3,,,,
7/9/2020,Facility Type,Broader Community,Comunidad más amplia,22030,778,190,4,,,,
7/9/2020,Facility Type,Corrections,Intalación correccional,3444,22,15,0,,,,
7/9/2020,Facility Type,Nursing Home,Asilo de ancianos,578,6,104,0,,,,
7/9/2020,Gender,Female,Mujeres,11727,373,NA,NA,,,,
7/9/2020,Gender,Gender Unknown,Género desconocidos,223,24,NA,NA,,,,
7/9/2020,Gender,Male,Hombres,14102,409,NA,NA,,,,
7/9/2020,Race or Ethnicity,African American,Afroamericano,5611,140,74,0,473795,15.70%,118.4267457,1.561856921
7/9/2020,Race or Ethnicity,Asian,Asiático,360,9,3,0,51303,1.70%,70.17133501,0.5847611251
7/9/2020,Race or Ethnicity,Hispanic,Hispano,6409,171,27,1,232371,7.70%,275.8089435,1.161935009
7/9/2020,Race or Ethnicity,Multi-Racial,Multirracial,276,2,3,0,66392,2.20%,41.57127365,0.4518616701
7/9/2020,Race or Ethnicity,Native American,Nativo Americano,69,1,0,0,30178,1.00%,22.86433826,0
7/9/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1677,24,27,0,12071,0.40%,1389.280093,22.36765802
7/9/2020,Race or Ethnicity,White,Blanco,12367,412,167,2,2387083,79.10%,51.80800165,0.6995986315
7/8/2020,Age,0-17,,3142,88,0,0,,,,
7/8/2020,Age,18-24,,3322,115,0,0,,,,
7/8/2020,Age,25-44,,9359,252,16,0,,,,
7/8/2020,Age,45-64,,6815,211,76,3,,,,
7/8/2020,Age,65+,,2608,68,213,1,,,,
7/8/2020,Facility Type,Broader Community,Comunidad más amplia,21252,676,186,3,,,,
7/8/2020,Facility Type,Corrections,Intalación correccional,3422,51,15,0,,,,
7/8/2020,Facility Type,Nursing Home,Asilo de ancianos,572,9,104,1,,,,
7/8/2020,Gender,Female,Mujeres,11354,352,NA,NA,,,,
7/8/2020,Gender,Gender Unknown,Género desconocidos,199,-17,NA,NA,,,,
7/8/2020,Gender,Male,Hombres,13693,399,NA,NA,,,,
7/8/2020,Race or Ethnicity,African American,Afroamericano,5471,160,74,2,473795,15.70%,115.4718813,1.561856921
7/8/2020,Race or Ethnicity,Asian,Asiático,351,12,3,0,51303,1.70%,68.41705163,0.5847611251
7/8/2020,Race or Ethnicity,Hispanic,Hispano,6238,181,26,0,232371,7.70%,268.4500217,1.118900379
7/8/2020,Race or Ethnicity,Multi-Racial,Multirracial,274,2,3,0,66392,2.20%,41.27003253,0.4518616701
7/8/2020,Race or Ethnicity,Native American,Nativo Americano,68,1,0,0,30178,1.00%,22.53297104,0
7/8/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1653,26,27,0,12071,0.40%,1369.39773,22.36765802
7/8/2020,Race or Ethnicity,White,Blanco,11955,399,165,1,2387083,79.10%,50.08204574,0.6912202047
7/7/2020,Age,0-17,,3054,7,0,0,,,,
7/7/2020,Age,18-24,,3207,41,0,0,,,,
7/7/2020,Age,25-44,,9107,118,16,0,,,,
7/7/2020,Age,45-64,,6604,70,73,5,,,,
7/7/2020,Age,65+,,2540,23,212,4,,,,
7/7/2020,Facility Type,Broader Community,Comunidad más amplia,20576,243,183,9,,,,
7/7/2020,Facility Type,Corrections,Intalación correccional,3371,12,15,0,,,,
7/7/2020,Facility Type,Nursing Home,Asilo de ancianos,563,4,103,0,,,,
7/7/2020,Gender,Female,Mujeres,11002,173,NA,NA,,,,
7/7/2020,Gender,Gender Unknown,Género desconocidos,216,-95,NA,NA,,,,
7/7/2020,Gender,Male,Hombres,13294,181,NA,NA,,,,
7/7/2020,Race or Ethnicity,African American,Afroamericano,5311,72,72,2,473795,15.70%,112.0948934,1.519644572
7/7/2020,Race or Ethnicity,Asian,Asiático,339,13,3,0,51303,1.70%,66.07800713,0.5847611251
7/7/2020,Race or Ethnicity,Hispanic,Hispano,6057,144,26,2,232371,7.70%,260.6607537,1.118900379
7/7/2020,Race or Ethnicity,Multi-Racial,Multirracial,272,1,3,0,66392,2.20%,40.96879142,0.4518616701
7/7/2020,Race or Ethnicity,Native American,Nativo Americano,67,3,0,0,30178,1.00%,22.20160382,0
7/7/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1627,30,27,0,12071,0.40%,1347.858504,22.36765802
7/7/2020,Race or Ethnicity,White,Blanco,11556,274,164,5,2387083,79.10%,48.41054961,0.6870309914
7/6/2020,Age,0-17,,3047,54,0,0,,,,
7/6/2020,Age,18-24,,3166,62,0,0,,,,
7/6/2020,Age,25-44,,8989,154,16,0,,,,
7/6/2020,Age,45-64,,6534,111,68,2,,,,
7/6/2020,Age,65+,,2517,58,208,3,,,,
7/6/2020,Facility Type,Broader Community,Comunidad más amplia,20333,431,174,3,,,,
7/6/2020,Facility Type,Corrections,Intalación correccional,3361,6,15,1,,,,
7/6/2020,Facility Type,Nursing Home,Asilo de ancianos,559,2,103,1,,,,
7/6/2020,Gender,Female,Mujeres,10829,248,NA,NA,,,,
7/6/2020,Gender,Gender Unknown,Género desconocidos,311,-20,NA,NA,,,,
7/6/2020,Gender,Male,Hombres,13113,211,NA,NA,,,,
7/6/2020,Race or Ethnicity,African American,Afroamericano,5239,70,70,0,473795,15.70%,110.5752488,1.477432223
7/6/2020,Race or Ethnicity,Asian,Asiático,326,2,3,0,51303,1.70%,63.54404226,0.5847611251
7/6/2020,Race or Ethnicity,Hispanic,Hispano,5913,97,24,1,232371,7.70%,254.463767,1.032831119
7/6/2020,Race or Ethnicity,Multi-Racial,Multirracial,271,2,3,0,66392,2.20%,40.81817086,0.4518616701
7/6/2020,Race or Ethnicity,Native American,Nativo Americano,64,1,0,0,30178,1.00%,21.20750215,0
7/6/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1597,28,27,1,12071,0.40%,1323.00555,22.36765802
7/6/2020,Race or Ethnicity,White,Blanco,11282,192,159,3,2387083,79.10%,47.26270515,0.6660849246
7/5/2020,Age,0-17,,2993,84,0,0,,,,
7/5/2020,Age,18-24,,3104,91,0,0,,,,
7/5/2020,Age,25-44,,8835,225,16,0,,,,
7/5/2020,Age,45-64,,6423,135,66,0,,,,
7/5/2020,Age,65+,,2459,70,205,1,,,,
7/5/2020,Facility Type,Broader Community,Comunidad más amplia,19902,599,171,-2,,,,
7/5/2020,Facility Type,Corrections,Intalación correccional,3355,4,14,0,,,,
7/5/2020,Facility Type,Nursing Home,Asilo de ancianos,557,2,102,1,,,,
7/5/2020,Gender,Female,Mujeres,10581,270,NA,NA,,,,
7/5/2020,Gender,Gender Unknown,Género desconocidos,331,38,NA,NA,,,,
7/5/2020,Gender,Male,Hombres,12902,297,NA,NA,,,,
7/5/2020,Race or Ethnicity,African American,Afroamericano,5169,92,70,0,473795,15.70%,109.0978166,1.477432223
7/5/2020,Race or Ethnicity,Asian,Asiático,324,3,3,0,51303,1.70%,63.15420151,0.5847611251
7/5/2020,Race or Ethnicity,Hispanic,Hispano,5816,73,23,0,232371,7.70%,250.2894079,0.9897964892
7/5/2020,Race or Ethnicity,Multi-Racial,Multirracial,269,2,3,0,66392,2.20%,40.51692975,0.4518616701
7/5/2020,Race or Ethnicity,Native American,Nativo Americano,63,0,0,0,30178,1.00%,20.87613493,0
7/5/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1569,17,26,0,12071,0.40%,1299.809461,21.53922624
7/5/2020,Race or Ethnicity,White,Blanco,11090,256,156,0,2387083,79.10%,46.45837619,0.6535172845
7/4/2020,Age,0-17,,2909,94,0,0,,,,
7/4/2020,Age,18-24,,3013,79,0,0,,,,
7/4/2020,Age,25-44,,8610,214,16,0,,,,
7/4/2020,Age,45-64,,6288,146,66,1,,,,
7/4/2020,Age,65+,,2389,54,204,4,,,,
7/4/2020,Facility Type,Broader Community,Comunidad más amplia,19303,577,173,5,,,,
7/4/2020,Facility Type,Corrections,Intalación correccional,3351,10,14,1,,,,
7/4/2020,Facility Type,Nursing Home,Asilo de ancianos,555,0,101,1,,,,
7/4/2020,Gender,Female,Mujeres,10311,267,NA,NA,,,,
7/4/2020,Gender,Gender Unknown,Género desconocidos,293,22,NA,NA,,,,
7/4/2020,Gender,Male,Hombres,12605,298,NA,NA,,,,
7/4/2020,Race or Ethnicity,African American,Afroamericano,5077,93,70,1,473795,15.70%,107.1560485,1.477432223
7/4/2020,Race or Ethnicity,Asian,Asiático,321,13,3,0,51303,1.70%,62.56944038,0.5847611251
7/4/2020,Race or Ethnicity,Hispanic,Hispano,5743,105,23,1,232371,7.70%,247.1478799,0.9897964892
7/4/2020,Race or Ethnicity,Multi-Racial,Multirracial,267,1,3,0,66392,2.20%,40.21568864,0.4518616701
7/4/2020,Race or Ethnicity,Native American,Nativo Americano,63,0,0,0,30178,1.00%,20.87613493,0
7/4/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1552,10,26,0,12071,0.40%,1285.72612,21.53922624
7/4/2020,Race or Ethnicity,White,Blanco,10834,237,156,4,2387083,79.10%,45.38593756,0.6535172845
7/3/2020,Age,0-17,,2815,61,0,0,,,,
7/3/2020,Age,18-24,,2934,101,0,0,,,,
7/3/2020,Age,25-44,,8396,193,16,0,,,,
7/3/2020,Age,45-64,,6142,148,65,1,,,,
7/3/2020,Age,65+,,2335,44,200,1,,,,
7/3/2020,Facility Type,Broader Community,Comunidad más amplia,18726,360,168,2,,,,
7/3/2020,Facility Type,Corrections,Intalación correccional,3341,182,13,0,,,,
7/3/2020,Facility Type,Nursing Home,Asilo de ancianos,555,5,100,0,,,,
7/3/2020,Gender,Female,Mujeres,10044,270,NA,NA,,,,
7/3/2020,Gender,Gender Unknown,Género desconocidos,271,3,NA,NA,,,,
7/3/2020,Gender,Male,Hombres,12307,274,NA,NA,,,,
7/3/2020,Race or Ethnicity,African American,Afroamericano,4984,62,69,0,473795,15.70%,105.1931743,1.456326048
7/3/2020,Race or Ethnicity,Asian,Asiático,308,14,3,0,51303,1.70%,60.03547551,0.5847611251
7/3/2020,Race or Ethnicity,Hispanic,Hispano,5638,130,22,0,232371,7.70%,242.6292438,0.9467618593
7/3/2020,Race or Ethnicity,Multi-Racial,Multirracial,266,4,3,0,66392,2.20%,40.06506808,0.4518616701
7/3/2020,Race or Ethnicity,Native American,Nativo Americano,63,1,0,0,30178,1.00%,20.87613493,0
7/3/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,1542,12,26,0,12071,0.40%,1277.441803,21.53922624
7/3/2020,Race or Ethnicity,White,Blanco,10597,262,152,2,2387083,79.10%,44.393094,0.636760431
7/2/2020,Age,0-17,,2754,88,0,0,,,,
7/2/2020,Age,18-24,,2833,129,0,0,,,,
7/2/2020,Age,25-44,,8203,316,16,1,,,,
7/2/2020,Age,45-64,,5994,255,64,1,,,,
7/2/2020,Age,65+,,2291,90,199,0,,,,
7/2/2020,Facility Type,Broader Community,Comunidad más amplia,18366,856,166,2,,,,
7/2/2020,Facility Type,Corrections,Intalación correccional,3159,15,13,0,,,,
7/2/2020,Facility Type,Nursing Home,Asilo de ancianos,550,7,100,0,,,,
7/2/2020,Gender,Female,Mujeres,9774,373,NA,NA,,,,
7/2/2020,Gender,Gender Unknown,Género desconocidos,268,-3,NA,NA,,,,
7/2/2020,Gender,Male,Hombres,12033,508,NA,NA,,,,
7/2/2020,Race or Ethnicity,African American,Afroamericano,4922,144,69,0,473795,15.70%,103.8845914,1.456326048
7/2/2020,Race or Ethnicity,Asian,Asiático,294,36,3,0,51303,1.70%,57.30659026,0.5847611251
7/2/2020,Race or Ethnicity,Hispanic,Hispano,5508,192,22,0,232371,7.70%,237.0347419,0.9467618593
7/2/2020,Race or Ethnicity,Multi-Racial,Multirracial,262,36,3,0,66392,2.20%,39.46258585,0.4518616701
7/2/2020,Race or Ethnicity,Native American,Nativo Americano,62,5,0,0,30178,1.00%,20.54476771,0
